index,title,genre,updated,llm_decision
123,Daily Breathe: Asthma Tracker,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly indicates asthma tracking with features like peak flow monitoring, zone assessment, and health integration. No alternative medicine mentioned.""
}
```"
124,MyWay – Patient Support,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Genre is Medical and the app provides symptom tracking, medication reminders, and personalized reports for Dupixent patients, aligning with asthma/rhinitis/hay fever support.""
}
```"
125,"klarify: Pollen app, Hay fever",Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly focuses on pollen/hay fever tracking, forecasting, and management. Mentions allergy calendar, alerts, and data-driven insights, indicating active development.""
}
```"
126,Air Quality & Pollen - AirCare,Weather,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Weather, but the app explicitly tracks pollen, AQI, and provides forecasts relevant to asthma/rhinitis/hay fever. Mentions NASA and EPA, suggesting active development.""
}
```"
127,Allergy Tracker°,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, and the description explicitly mentions tracking allergy symptoms, triggers, and treatments, making it relevant for asthma/rhinitis/hay fever support.""
}
```"
128,ASTHMA,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Relevant Health & Fitness app specifically designed for asthma management, including reminders, emergency assistance, and symptom guidance. No indication of alternative medicine.""
}
```"
129,Totaal - Asthma and Allergies,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly states it provides pollen and fungal spore counts to help individuals with allergies and asthma, aligning with symptom tracking.""
}
```"
130,My Pollen Forecast Pro,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, explicitly mentions pollen tracking, symptom diary, and forecasts. Supports modern iPhone features, suggesting it's actively maintained. Relevant for asthma/rhinitis/hay fever support.""
}
```"
131,My Pollen Forecast - Allergies,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, explicitly mentions pollen tracking, symptom diary, and forecasts. Supports iPhone/iPad, suggesting active development despite missing update date. Relevant for asthma/rhinitis/hay fever.""
}
```"
132,Ada – check your health,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Genre is Medical and the description explicitly mentions allergy and rhinitis as common symptoms. It also offers symptom tracking and personalized health information, aligning with relevance criteria.""
}
```"
133,Airofit,Health & Fitness,,"```json
{
  ""include"": false,
  ""reason"": ""While in the Health & Fitness category and mentioning respiratory training, the app focuses on athletic performance and muscle strengthening, not asthma/rhinitis/hay fever symptom tracking or management.""
}
```"
134,Asthma Tracker゜,Lifestyle,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Lifestyle, but the title and description clearly indicate asthma symptom tracking (inhaler usage, symptoms, measurements, reports). App appears active due to feature mentions.""
}
```"
135,Daily Breathe: Asthma Tracker,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly indicates asthma tracking with features like peak flow monitoring, zone assessment, and health integration. No alternative medicine mentioned.""
}
```"
136,WebMD: Symptom Checker,Medical,,"```json
{
  ""include"": false,
  ""reason"": ""While a medical app, it's a general symptom checker and health information resource, not specifically designed for asthma/rhinitis/hay fever tracking or management.""
}
```"
137,Air Quality & Pollen - AirCare,Weather,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Weather, but the app explicitly tracks pollen, AQI, and provides forecasts relevant to asthma/rhinitis/hay fever. Mentions NASA and EPA, suggesting active development.""
}
```"
138,Allergy Plus by Pollen.com,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness. Description clearly states it provides real-time allergy forecasts and notifications, relevant for managing allergy symptoms (rhinitis/hay fever).""
}
```"
139,ZYRTEC® ALLERGYCAST®,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness. Description explicitly mentions allergy tracking, pollen forecasts, symptom severity predictions, and personalized insights - all relevant for asthma/rhinitis/hay fever support.""
}
```"
140,Asthma Manager,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly mentions asthma symptom tracking, medication management, and connecting with care providers. App mentions integration with Health app, suggesting it's active.""
}
```"
141,ASTHMA,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Relevant Health & Fitness app specifically designed for asthma management, including reminders, emergency assistance, and symptom guidance. No indication of alternative medicine.""
}
```"
142,Primary Care On Demand,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Genre is Medical and the description mentions 'allergies and asthma' as a condition treated, indicating relevance for asthma/rhinitis/hay fever support.""
}
```"
143,Pollen Wise,Weather,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Weather, but the description clearly focuses on pollen tracking, allergen forecasting, and symptom logging, making it relevant for rhinitis/hay fever support.""
}
```"
144,PeakFlow Diary (Asthma),Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly states it's for tracking peak flow values and managing breathing, indicating relevance for asthma symptom monitoring.""
}
```"
145,Breathe for Asthma and COPD,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly mentions asthma/COPD action plans, symptom tracking (ChatBot), and medication management - all relevant for asthma support.""
}
```"
146,MyWay – Patient Support,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Genre is Medical and the app provides symptom tracking, medication reminders, and personalized reports for Dupixent patients, aligning with asthma/rhinitis/hay fever support.""
}
```"
147,Airthings,Utilities,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Utilities, but description highlights air quality monitoring, pollen forecasts, and notifications for poor air quality - all relevant for asthma/rhinitis/hay fever management.""
}
```"
148,Eko: Digital Stethoscope + ECG,Medical,,"```json
{
  ""include"": false,
  ""reason"": ""The app focuses on heart and lung disease detection using a digital stethoscope and ECG. It is not relevant for asthma/rhinitis/hay fever symptom tracking or management.""
}
```"
149,Meds & Pill Reminder MyTherapy,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""The app explicitly mentions support for asthma and provides features like symptom tracking and medication reminders, making it relevant for asthma management.""
}
```"
150,My Pollen Forecast - Allergies,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, explicitly mentions pollen tracking, symptom diary, and forecasts. Supports iPhone/iPad, suggesting active development despite missing update date. Relevant for asthma/rhinitis/hay fever.""
}
```"
151,FollowMyHealth®,Medical,,"```json
{
  ""include"": false,
  ""reason"": ""While a medical app, it's a general health record and doesn't specifically focus on asthma/rhinitis/hay fever tracking, monitoring, or forecasting.""
}
```"
152,My Pollen Forecast Pro,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, and the description explicitly mentions pollen tracking, symptom diaries, and forecasts for hayfever/allergies. App appears active due to mention of modern iPhone features.""
}
```"
153,AprilAire Healthy Air,Lifestyle,,"```json
{
  ""include"": true,
  ""reason"": ""While categorized as Lifestyle, the app directly controls humidity and air quality, offering features like pollen alerts and control over air cleaning - relevant for managing asthma/rhinitis triggers.""
}
```"
154,Plume Labs: Air Quality App,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Relevant Health & Fitness app providing real-time air quality data (NO2, PM2.5, PM10, O3) and forecasts, which can be helpful for managing asthma/rhinitis/hay fever triggers. App appears active based on description.""
}
```"
155,Airofit,Health & Fitness,,"```json
{
  ""include"": false,
  ""reason"": ""While in the Health & Fitness category and mentioning respiratory training, the app focuses on athletic performance and respiratory muscle training, not specifically asthma/rhinitis/hay fever symptom tracking or management.""
}
```"
156,Health - Heart Rate Monitor,Health & Fitness,,"```json
{
  ""include"": false,
  ""reason"": ""While a health & fitness app, it primarily focuses on general heart health monitoring (heart rate, HRV, blood oxygen) and does not specifically address asthma, rhinitis, or hay fever symptoms.""
}
```"
157,ASTHMAXcel,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, and the description clearly states it's for asthma patients, teaching them about management and improving control. App appears active.""
}
```"
158,Airthings,Utilities,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Utilities, but description highlights air quality monitoring, pollen forecasts, and notifications for poor air quality - relevant for asthma/rhinitis/hay fever sufferers.""
}
```"
159,AYRA,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Clearly focused on asthma management with action plan generation, peak flow tracking, medication reminders, and inhaler technique videos. Targets both healthcare providers and patients, indicating relevance.""
}
```"
160,Allergy Plus by Pollen.com,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness. Description clearly states it provides real-time allergy forecasts and notifications, relevant for managing allergy symptoms (rhinitis/hay fever).""
}
```"
161,Asthma Tracker゜,Lifestyle,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Lifestyle, but the description clearly indicates asthma symptom tracking (inhaler usage, symptoms, measurements, reports). Mentions modern iPhone features (Face ID/Touch ID), suggesting it's active.""
}
```"
162,Smart Asthma: Forecast Asthma,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical. App focuses on asthma symptom tracking, forecasting, and data sharing with healthcare providers. Mentions HealthKit integration, suggesting active development.""
}
```"
163,Air Quality & Pollen - AirCare,Weather,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Weather, but the app explicitly tracks pollen, AQI, and provides forecasts relevant to asthma/rhinitis/hay fever. Mentions NASA and EPA, suggesting active development.""
}
```"
164,Complete - Medication Tracker,Medical,,"```json
{
  ""include"": false,
  ""reason"": ""While medical, this app specifically supports HUMIRA, RINVOQ, and SKYRIZI for autoimmune conditions, not asthma/rhinitis/hay fever. It doesn't track those specific symptoms.""
}
```"
165,ASTHMAXcel Perception,Games,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Games, but description clearly indicates asthma education, symptom tracking (peak flow), medication reminders, and asthma control management - highly relevant for asthma support.""
}
```"
166,Track My Asthma,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical and the app explicitly focuses on tracking asthma symptoms (medication, peak flow, reminders, charts) and exporting data. No alternative medicine mentioned. App appears active.""
}
```"
167,MyEEHealth,Medical,,"```json
{
  ""include"": false,
  ""reason"": ""While in the Medical category, the app focuses on general patient care, appointment scheduling, and medical record access. It lacks specific features for asthma/rhinitis/hay fever symptom tracking, monitoring, or forecasting.""
}
```"
168,AsthmaTime,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness and the description explicitly states it's for asthma self-management. No update date, but the description suggests active use.""
}
```"
169,Asthma Manager,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly mentions asthma symptom tracking, medication management, and connecting with care providers. App mentions integration with Health app, suggesting it's active.""
}
```"
170,AYRA,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Clearly focused on asthma management with action plan generation, peak flow tracking, medication reminders, and inhaler technique videos. Targets both healthcare providers and patients, indicating relevance.""
}
```"
171,Asthma Tracker゜,Lifestyle,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Lifestyle, but the title and description clearly indicate asthma symptom tracking (inhaler usage, symptoms, measurements, reports). App appears active due to feature mentions.""
}
```"
172,AsthmaMD,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly indicates asthma symptom tracking, journaling, medication management, and data sharing with physicians. App appears active due to mentions of iPhone features.""
}
```"
173,ASTHMAXcel,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, and the description clearly states it's for asthma patients, teaching them about asthma management and improving control. No alternative medicine mentioned.""
}
```"
174,Daily Breathe: Asthma Tracker,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly indicates asthma tracking with features like peak flow monitoring, zone assessment, and health integration. No alternative medicine mentioned.""
}
```"
175,CHF Family Asthma App,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly outlines asthma education, trigger avoidance, medication guidance, and action plan documentation - all relevant for asthma support. No data collection is a plus.""
}
```"
176,Airofit,Health & Fitness,,"```json
{
  ""include"": false,
  ""reason"": ""While in the Health & Fitness category and mentioning respiratory training, the app focuses on athletic performance and muscle strengthening, not asthma/rhinitis/hay fever symptom tracking or management.""
}
```"
177,Our Journey with Asthma,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical and the app is specifically designed to help families manage asthma, facilitating conversations and ensuring understanding of care instructions.""
}
```"
178,Moderate to Severe Asthma AR,Education,,"```json
{
  ""include"": true,
  ""reason"": ""Relevant education app focusing on asthma pathophysiology and treatment options. Description indicates active development and aligns with asthma support.""
}
```"
179,My Pollen Forecast Pro,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Health & Fitness, explicitly mentions pollen tracking, symptom diary, and forecasts. Supports modern iPhone features, suggesting it's actively maintained. Relevant for asthma/rhinitis/hay fever support.""
}
```"
180,Asthma: Tracker & Reminders,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description clearly outlines symptom tracking, medication reminders, and health reports specifically for asthma management. App appears active due to detailed feature descriptions.""
}
```"
181,ASTHMAXcel Adventures,Games,,"```json
{
  ""include"": true,
  ""reason"": ""Genre is Games, but description clearly states it's designed to increase asthma knowledge and improve asthma control, providing education and information. App appears active.""
}
```"
182,ASTHMA,Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Relevant Health & Fitness app specifically designed for asthma management, including reminders, emergency assistance, and symptom guidance. No indication of alternative medicine.""
}
```"
183,Breathe for Asthma and COPD,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical, and the description explicitly mentions asthma/COPD action plans, symptom tracking (ChatBot), and medication management - all relevant for asthma support.""
}
```"
184,ASTHMAXcel Perception,Games,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Games, but description clearly indicates asthma education, symptom tracking (peak flow), medication reminders, and asthma control management - highly relevant for asthma support.""
}
```"
185,"Ask Me, AsthMe!",Health & Fitness,,"```json
{
  ""include"": true,
  ""reason"": ""Health & Fitness category and description explicitly mentions pediatric asthma management, indicating relevance for asthma support.""
}
```"
186,Smart Asthma: Forecast Asthma,Medical,,"```json
{
  ""include"": true,
  ""reason"": ""Category is Medical. App focuses on asthma symptom tracking, forecasting, and data sharing with healthcare providers. Mentions HealthKit integration, suggesting active development.""
}
```"
