Keyword Searched,App Name,App ID,Seller,Price,Average Rating,Rating Count,Genre,App URL,Description
asthma tracker,Asthma Tracker,930849539,Kantonsspital Baselland,Free,2.83333,24,Medical,https://apps.apple.com/us/app/asthma-tracker/id930849539?uo=4,"Asthma Tracker 3 supports you in keeping your asthma diary up-to-date by making it easy to track your peak flow values, your asthma medication intake and your asthma related symptoms. In addition, you can add contextual information to each entry by either associating it with a pre-defined event (such as a doctor’s appointment) or with individual notes.

With the built-in reminder, you can set Asthma Tracker to remind you to take your daily base medication, to measure your peak flow and to record your symptoms. At the end of each month, it will also prompt you to complete the widely-known Asthma Control Test™ whose intent is to give you a rough idea as to how well controlled your asthma is.

The aggregated information in Asthma Tracker's chronological overview leverages the Health app to let you quickly asses how your asthma is progressing. Asthma Tracker stores and displays peak flow values stored in the Health app as well as puffs and symptoms alongside your daily step count. This way you can easily see how your daily activity influences your asthma and related symptoms.

Select individual days to get a more detailed view of each entry (peak flow, puffs or symptoms) on that particular day as well as the recorded step counts on that day.

Share your recorded asthma entries with your doctor during an appointment or take an in-depth look at it yourself on your desktop or other device with a bigger screen using the built-in integration with datalinker.io, our fully end-to-end encrypted solution for secure data transmission. Just visit web.datalinker.io, scan the QR code with Asthma Tracker and your entries are encrypted on your iPhone and copied securely to datalinker for temporal storage. From there you can show it to your doctor, print or save it to PDF.

Do you have feedback for us or do you need help? Visit us at www.asthma-app.com and use the feedback form on our website."
asthma tracker,Asthma & Medication Tracker,6751771891,Shinobi Apps,Free,0,0,Medical,https://apps.apple.com/us/app/asthma-medication-tracker/id6751771891?uo=4,"Asthma Tracker — your personal companion for monitoring asthma, inhalers and medications use.

Asthma Tracker helps you stay in control of your asthma by logging peak flow measurements, inhaler usage, and medications. With clear charts, reminders, and HealthKit integration, you can better understand your condition and share insights with your doctor.

Key Features

Track Peak Flow — log your daily peak expiratory flow rate and see trends over time.

Monitor Inhaler Use — record every puff, set usage limits, and get reminders.

Medication Reminders — never miss a dose with simple daily scheduling.

Clear Analytics — visualize symptoms, triggers, and progress with easy-to-read charts.

Export Your Data — share detailed reports with your healthcare provider.

Apple Health Integration — sync your peak flow and inhaler data directly with HealthKit.

Whether you want to reduce flare-ups, keep an eye on inhaler use, or better understand your asthma patterns, Asthma Tracker puts the right tools in your hands.

Stay informed. Stay in control.

Privacy: https://shinobiapps.com/privacy-policy/
Terms: https://shinobiapps.com/terms-of-use/"
asthma tracker,BreatheSmart,1123030017,Voluntis,Free,4.27273,11,Medical,https://apps.apple.com/us/app/breathesmart/id1123030017?uo=4,"Take control of your respiratory care with your companion app, BreatheSmart®.  

BreatheSmart helps people with respiratory conditions such as asthma or chronic obstructive pulmonary disease (COPD).

Discover BreatheSmart’s features:
- Symptom & trigger tracking: Effortlessly monitor respiratory symptoms and triggers such as pollen and air quality, view patterns, and track treatment effectiveness in real-time. 
- Air quality: Real-time assessment based on current weather conditions. 
- Medication Management: Get timely reminders for doses.
- Educational content: Access articles and videos to empower yourself with knowledge on respiratory health management and lifestyle choices.
- Device interconnection: Connect the app with smart devices (peak flow, inhaler sensors) to synchronize health data, gain insights on your respiratory health, and receive personalized recommendations like inhalation technique feedback.
- Ensure communication with your medical team: Create PDF reports displaying your respiratory history and trends.
- Keep track of your physical activity:  Set and achieve your goals.

Disclaimer:
Application does not diagnose, assess risk, or recommend treatment. All treatments should be used per the direction of your healthcare provider."
asthma tracker,AsthmaGo,1576739743,CMI Health Inc.,Free,4.66667,12,Health & Fitness,https://apps.apple.com/us/app/asthmago/id1576739743?uo=4,"THIS APP REQUIRES AT LEAST ONE OF THE FOLLOWING CMI HEALTH DEVICES:
- SpiroLink®
- Oxyknight® Watch
- Oxyknight® Watch Lite
- CMI Health Fingertip Oximeter PC-60FW

AsthmaGo™ App is CMI Health's latest solution to put YOU, the patient in the driver's seat for Asthma Management. Connect to multiple CMI devices to AsthmaGo™ and manage records and activities with your mobile phone.

FEATURES 

CONVENIENT TESTING AT HOME OR ON THE GO:  
Test lung functions with the SpiroLink® smart spirometer. Test spot-check or continuous pulse oximetry with Oxyknight® Watch or Fingertip oximeter.

STANDARD SPIROMETRY TEST:  
By performing 3 tests in a row, the AsthmaGo™ App will generate a standard spirometry test report with predicted values using your personal respiratory data.  
 
MANAGE RECORDS, REPORTS, AND TRENDS: Generate test reports and trend graphs in the palm of your hand. All of a user’s test records are automatically uploaded and saved in the cloud. This allows a user to better manage Asthma conditions over time by providing the means to better track and identify trends. 

SHARE REPORTS:  
With one click, you can share any of the reports generated with your physician or family members.
 
HEALTH ASSESSMENT AND LOGS: 
The officially licensed Asthma Control Test (ACT) is available in the App according to the user. Additionally, the in-app log makes it easy for users to track their medications, symptoms, and activities for future reference. 

All compatible devices are FDA-cleared for personal use in the United States.

Disclaimers:
The AsthmaGo™ App does not provide any diagnosis. In any case, consult your doctor before you need to make any medical decisions."
asthma tracker,PeakFlow Diary (Asthma),6463603745,Keyber Inc.,Free,4.72414,29,Medical,https://apps.apple.com/us/app/peakflow-diary-asthma/id6463603745?uo=4,"Manage Your Daily Breathing, More Smoothly with 'Peak Flow Diary'!

Breathing health can change subtly every day. 'Peak Flow Diary' is a powerful tool to record your daily peak flow values and control your breathing. With this app, you can finely monitor changes in your respiratory condition.

[App Features]

Daily Records: Easily log your daily peak flow values.
Clear Graphs: View your condition at a glance with clear graphs that support zone display.
Simple Operation: User-friendly and intuitive interface focused on ease of use.
Account Functionality: Worry-free data transfer when switching devices!
Make your breathing management easier and more effective with the 'Peak Flow Diary'. Try it now!"
asthma tracker,ZYRTEC® ALLERGYCAST®,320298020,"McNeil-PPC, Inc",Free,4.09091,473,Health & Fitness,https://apps.apple.com/us/app/zyrtec-allergycast/id320298020?uo=4,"The ZYRTEC® AllergyCast® app is your go-to allergy tracker and pollen forecast tool, eliminating the guesswork in managing allergies. Using local data like pollen count, air quality and weather, it provides a personalized allergy impact score, predicting how your seasonal allergies will make you feel each day. Think of it as a ""real-feel"" forecast for your allergies!

Wondering about today's pollen count? Get that and more at your fingertips with AllergyCast®. Beyond just pollen counts, the app offers personalized daily symptom severity predictions. Sign in, track your symptoms, and unlock personalized predictions that get more accurate over time.

When you start using the app, you'll receive a local pollen forecast and a generalized symptom severity prediction. Consistently log your symptoms for more personalized predictions. Each day you’ll receive daily allergy symptom severity predictions and multi-day forecasts, factoring in your tracked symptoms and local weather.

Did AllergyCast® predict a ""Mild"" day? Enjoy less sniffling. ""Severe"" symptoms predicted? You may want to be prepared. 

AllergyCast® App features include:
-	Multi-day forecasts for symptom severity predictions, pollen, weather, and air quality based on your current location.
-	Interactive pollen & air quality maps to see the pollen and air quality levels along with the top allergens in your area.
-	An enhanced allergy symptom tracker & personalized Allergy Profile.
-	Personalized allergy insights to learn which specific pollens may be triggers for your outdoor allergies.
-	Trends based on your tracked symptoms, including a personalized Allergy Profile.
-	Exclusive savings, coupons & offers for ZYRTEC® products."
asthma tracker,Smart Asthma: Forecast Asthma,1409692428,Smart Respiratory Products Ltd,Free,4.22222,9,Medical,https://apps.apple.com/us/app/smart-asthma-forecast-asthma/id1409692428?uo=4,"There’s more to life than surviving asthma. Attack Asthma, Predict Asthma and Beat it. 

We re-invented the peak flow meter so asthma patients like you can conveniently manage your symptoms and get on with life. 

Why use Smart Asthma? 

• World’s first AI forecast helps you prepare and prevent attacks 

• The only system using CompEx events to detect your inhalers are not working 

• Conveniently share asthma control data with your nurse/doctor in a few taps 


How it works 

• Personalised reminders to fit your lifestyle, to help give you back control 

• Record Symptoms and Reliever inhaler puffs 

• 3 colour zones tell you when you are getting better or worse 

• The built-in Asthma Action Plan tells you what you need to do 

• Follow the lung function of a loved one when they are not with you 


Smart Peak Flow 

The Smart Asthma app works best with the Smart Peak Flow device that measures your peak flow using light sensor technology and sends it to the app. It works with any smartphone, connects by the audio jack or our Bluetooth Adapter and is more accurate than normal peak flow meters. 

We integrate our application with the health app (HealthKit) to read and track your blows data.

 
The Smart Peak Flow device is officially registered and can be marketed in the following countries as a medical device: 

- Australia 

- Chile 

- Egypt 

- EU 

- Hong Kong 

- India 

- Indonesia 

- Israel 

- Morocco 

- New Zealand 

- Norway 

- Serbia 

- Singapore 

- South Africa 

- Switzerland 

- Taiwan 

- Thailand 

- Turkey 

- Ukraine 

- UK 

- UAE 

 
To get a Smart Peak Flow device, visit www.smartasthma.com. Delivered worldwide within 3 to 5 days. 

The use of the app does not exempt the user from regular medical consultation or empower them to make independent decisions regarding treatment. 

For more information, visit our website (www.smartasthma.com) or email (info@smartasthma.com)

Terms of Use: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/"
asthma tracker,"Tracker, Reminder - CareClinic",1455648231,CARECLINIC SOFTWARE INC.,Free,4.28291,2188,Health & Fitness,https://apps.apple.com/us/app/tracker-reminder-careclinic/id1455648231?uo=4,"Feeling overwhelmed by your health? Take control of your symptoms, flare-ups, and overall well-being.

CareClinic turns your symptoms, medications, and habits into personalized insights and daily actions. Built on proven clinical frameworks to help you make measurable progress every day.

Join over 500,000 people managing their Chronic Illnesses, Migraine, Pain, Headaches, Fatigue, IBS, POTS, PCOS, EDS, Period, Mood, Mental Health, and more!

Build healthy habits, stay accountable, and act on insights
- Import or add your personal health records
- Enable trackers for meds, symptoms, measurements, activity, nutrition, and more
- Add medication reminders, symptom check-up reminders, and appointment reminders
- Invite your caregivers and dependents, such as kids or parents
- Connect your wearables data and your add health goals

CareClinic becomes your companion as you put it all into action. Within days, you will start uncovering triggers, spotting correlations, and seeing how your Pain, Headaches, Migraines, Periods, IBS, PCOS, and Mood are affected, helping you take back control of your health and share the right information with your doctor for more personalized treatments.

Trackers included: 
- Medication Tracker for prescriptions, birth control, vitamins, supplements
- Symptoms Tracker acts as your symptoms diary with visual body mapping for keeping things like a pain log, flare-ups, and more
- Measurements tracker to track vitals such as blood pressure, heart rate, weight, and more
- Mood Tracker
- Cycle Tracker
- Sleep Tracker
- Journal for jotting down notes or to be used as a diary
- Factors to log environmental factors
- Nutrition Tracker with a built-in database
- Activity Tracker to log exercise, steps, more
- Stool Tracker with Bristol Scale plus urine (void) tracking
- Assessments such as PHQ-9, GAD-7, and other standardized medical questionnaires
- Fluids tracker for water and more
- Therapy tracker
- Weather Tracker

Personal Health Records:
- Allergies
- Appointments
- Care Teams
- Care Plans
- Conditions
- Genetics
- Health Events
- Immunizations
- Labs & Imaging

Also included:
- Documents & Exports
- Reminders
- Health Goals
- Exercise Library
- Medication Library

MORE REASONS FOR YOU TO TRY US

1. CUSTOMIZABLE REMINDERS
- Schedule medication (pill reminders, refill reminders, vitamins, or supplement reminders) with tapering doses

2. HEALTH & SYMPTOM DIARY & CHECK-INS
- Database of medications, symptoms, supplements, measurements

3. MONITOR PROGRESS IN CHARTS, TIMELINES & TRENDS

4. INTEGRATIONS
- Apple Health, Siri, Fitbit, Apple Watch, Calendar

5. CARE TEAMS
- Share and monitor your family, kids, and seniors remotely
- Store information centrally for reference

6. CARE PLANS
- Add medication with photos! No typing needed
- Drug & supplement interactions, synergistic effects, dose warnings

7. CUSTOMIZABLE
- Simplify by toggling anything on or off
- Localized measurement units, dates, time zones, languages

8. PRIVATE & SECURE
- Biometric security for access
- Data encryption on your device and server
- Full control to export or delete it
- We do not sell your data

---

It's more than a symptom tracker or pill organizer! CareClinic works as a complete health planner for self-care.

Essential for chronic illness or health symptoms, the app helps manage Bipolar, BPD, Cancer, Chronic Pain, COPD, Crohn's, Depression, Diabetes, Endometriosis, Epilepsy, Fibromyalgia, Flu, IBD, IBS (Bowel Movements), IPF, ME/CFS, Multiple Sclerosis (MS), PMDD, POTS & EDS, Psoriasis, Rheumatoid Arthritis, & other disorders. We also support Mental Health tracking, including ADHD, Anxiety, and Depression.

Also manage daily health and wellness, such as Food allergies, GI Symptoms, Gut health, Headaches, Mood, Pain with the pain tracker, pregnancy & baby symptoms, and PMS.

Information provided by CareClinic does not constitute medical advice. Always consult your doctor before making any medical decisions."
asthma tracker,Blood Oxygen App,1541992656,"AboutMe Apps, Inc.",Free,4.59622,29647,Medical,https://apps.apple.com/us/app/blood-oxygen-app/id1541992656?uo=4,"Monitor your blood oxygen level and heart rate effortlessly with our app and sync your Apple Watch to get alerts about low levels.*

Are you worried about your oxygen levels dropping or wondering how your activities affect your blood oxygen? Our app makes it easy to track these vital signs wherever you go.

Track and log your vital signs to share with your doctor later, or stay informed about your cardiovascular health with curated articles—all in one app.



But hang on, there's more:

• Take an oxygen test effortlessly, and conveniently record and monitor your data.

• Use your phone’s camera to estimate your heart rate and then easily log your data afterward.

• Sync and store your data in Apple Health or retrieve your blood oxygen and heart rate readings from Apple Health.

• Log and easily export your blood oxygen and heart rate data into PDF to share with your doctor.

• Regain your calm after a stressful experience by practicing box breathing, all within the app!

• Receive sleep reports to assist you in achieving your sleep goals. (requires an Apple Watch Series 3 or later with watchOS 8)



*Please be aware that to receive push notifications regarding changes in your blood oxygen level or heart rate, you will need an external device such as a pulse oximeter or a smartwatch.

Blood Oxygen App is free to download and utilize. However, users can opt for a subscription to access additional features. Your subscription will automatically renew and you’ll be billed based on the plan you choose. You can cancel your subscription at any time in the App Store.

Disclaimer: For wellness use only. The App is intended to improve your awareness of general wellness. The App can't be used for diagnostics or medical purposes. The App does not diagnose, treat, mitigate, or prevent any disease, symptom, disorder, or abnormal physical state. Always seek a health care professional or emergency services if you believe you may have a medical issue.

Terms of use: https://aboutmeapps.com/terms-of-use/

Privacy policy: https://aboutmeapps.com/privacy-policy/"
asthma tracker,Children's Health Asthma Buddy,1513240233,Children's Medical Center,Free,3.33333,3,Health & Fitness,https://apps.apple.com/us/app/childrens-health-asthma-buddy/id1513240233?uo=4,"Children’s Health My Asthma Buddy provides children with asthma and their parents with a unique set of resources and tools to effectively and proactively manage their asthma. Children’s Health is focused on educating families on understanding asthma and empowering them to take charge of their child’s asthma management.
My Asthma Buddy makes it easy for children and families to track the necessary information to help monitor and manage their asthma symptoms effectively over time, playing a major role in how families address asthma. 
Benefits:

• Provides quick access to valuable asthma education and management tools 
• Helps users track their asthma medication use and set reminders 
• Allows users to share their Asthma Action Plan and Asthma Control Test (ACT) scores 
• Encourages users to self-manage their asthma symptoms over time and track improvement
• Now includes account creation capabilities that enable you to track your data with across multiple devices"
asthma tracker,Health Widget: My FitWidget,1533961149,Shourob Datta,Free,4.48086,1306,Health & Fitness,https://apps.apple.com/us/app/health-widget-my-fitwidget/id1533961149?uo=4,"FitWidget: My Activity Tracker: Your Ultimate Wellness Companion.

Looking for a smarter way to monitor your health and fitness? Track your walking, running, sleep, breathing, blood oxygen, Stress tracking, HRV, and more with accurate Apple Health data presented beautifully in widgets and the main app. Stay motivated, reach your daily goals, and live a healthier life with Heart Points and other innovative features.

WHAT IS INSIDE THE APP
Heart points, Steps, Workouts, Calories burned, Distance, Floors climbed, Heart rate, Blood oxygen, Breathing, Weight tracker, Water tracker, Sleep, HRV, Store Medical files, and Blood glucose.   

Widgets:
25 Health-focused Colorful Home Screen widgets.
20 Health-focused Lock Screen widgets.
20+ Health-focused Apple Watch complications/widgets.
Live activity tracking: See real-time updates directly on your widgets.

Introducing Heart Points: Your Motivation to Move
Heart Points are designed to help you stay on track with the American Heart Association’s recommendations:
At least 150 minutes of moderate exercise (like brisk walking) per week
Or 75 minutes of vigorous activity (like running) per week

These activities reduce the risk of heart disease, improve sleep, and boost mental well-being. Heart Points make it easy and fun to monitor your progress and maintain a healthy lifestyle.


Main App
Track steps, workouts, calories burned, distance, and floors climbed.
Stay motivated with Heart Points, heart rate, and HRV (heart rate variability).
Start a walking/running session with a built-in speedometer.
Monitor sleep quality, blood oxygen levels, and overall health.
Keep track of your weight and stay hydrated with the water tracker and reminder.
Practice mindfulness with regular breathing exercises.
Visualize progress with the Activity Rings: Move, Stand, and Exercise.
Safely store medical files and vaccination certificates for easy access.

Apple Watch Integration
Track steps, Heart Points, sleep, heart rate, distance, and floors climbed directly on your Apple Watch.
Start and monitor workout sessions or check your speedometer in real-time.
Seamless syncing with your iPhone and Apple Watch.


Why Choose This App?
Whether you're walking, running, swimming, or climbing, this app provides accurate tracking to ensure you hit your fitness goals. With features like Heart Points and live widgets, it’s easier than ever to stay active and healthy.

Designed to provide a comprehensive overview of your fitness journey, this app is quickly growing in popularity thanks to its accurate Apple Health data representation and user-friendly design.

Note: FitWidget only reads data from your Apple Health app and never sends it anywhere else. Your data stays completely private on your device. To use the app, you'll need to grant access to the Health app.

To access all features, an In-App Purchase is required.

Start your journey toward a healthier life today!

Privacy Policy
https://www.fit-widget.com/#privacy

Terms of Use
https://www.fit-widget.com/#privacy"
asthma tracker,ASTHMA,1179637672,daren taylor,Free,4.5,4,Health & Fitness,https://apps.apple.com/us/app/asthma/id1179637672?uo=4,"For anyone with asthma this app is a godsend. 

Daily reminder, reminds you to take your preventative each day.

Leave home reminder, reminds you to take you inhaler when you leave home.

Emergency assistance guides you through an episode (asthma attack) to use correct medication and know when to call for the emergency services."
asthma tracker,Track My Asthma,1539207733,Will Dale,$0.99,4,2,Medical,https://apps.apple.com/us/app/track-my-asthma/id1539207733?uo=4,"Track My Asthma is an easy way to track your Asthma. You can use it as a personal Asthma diary or use it to track multiple peoples Asthma.

Control panel
The control panel gives you a centralised point from which you get easy access to all the functions of Track My Asthma. 

Doses Taken
Track My Asthma makes it super easy to track your medication usage. Every time you take a dose of your medication, add it to the Doses Taken page to get a complete diary of medication usage. The colour coding makes it simple to see if doses are being missed. You can also filter by medication to see just a list of those doses. Your health data is yours so you can export it to CSV at any time.

Peakflow
Much like in Doses Taken, the peak flow diary is simple to use. When you take a measurement, add it to the tracker to get a full record of your peak flow measurements. Optionally, you can mark how you were feeling at the time to help you keep track of symptoms. You can choose to add your peak flow data to Apple Health. As with the Doses Taken, you can export your peak flow data to CSV at any time.

Add Reminders
Set reminders in the app to send you notifications when it is time to take medications, do a peak flow reading or book an appointment to see the Doctor or Asthma Nurse. Set the reminders to repeat Daily, Weekly Monthly or just a one-off.

Medications
In the Medications page, add all the medications you want to track. Add data like its name, the number of doses per day, type of medicine (Inhaler or Tablet), notes about it. If it's your rescue medication, you can choose to add it to Apple Health's Inhaler Usage section.

Charts
The Charts page allows you to view your progress over time easily and intuitively. For each of the medicines that you are tracking, you can view the doses you have taken. The peak flow chart will help you see changes over time. If need you can export the underlying chart data as CSV.

Features:
Track usage of multiple medications.
Track your peak flow.
Export your data for use in other apps.
Set reminders.
View charts of your progress.
Track multiple people on one device.
Add measurement to Apple Health.
Light and Dark Mode.
All backed up in iCloud."
inhaler tracker,Inhaler tracker: Inhalator,6477226649,Dinsen.biz,Free,5,2,Medical,https://apps.apple.com/us/app/inhaler-tracker-inhalator/id6477226649?uo=4,"Are you tired of forgetting how many times you've used your asthma inhaler? Do you need a way to keep track of your medication? Then Inhalator is perfect for you!

Inhalator is an asthma inhaler counter that keeps track of how many doses have been used. It shows you how many doses you have left and reminds you to order more when you're running low.

So what are you waiting for? Download this app today and make your asthma inhaler your best friend!"
inhaler tracker,Asthma Tracker゜,6444343217,Adam Cziko,Free,4.6087,69,Lifestyle,https://apps.apple.com/us/app/asthma-tracker/id6444343217?uo=4,"Track asthma and take charge of your health.
Track your inhaler usage, follow symptoms, take measurements, write notes and visualize it all by a single tap!

Want to share it with your doctor? No problem, just generate a printable report!
Want to personalize your tracking? Our tracker is fully customizable, modify it to your liking!

HOW ASTHMA TRACKER° WORKS

- Count your inhaler usage
- Track your symptoms
- Log your peak flow meter measurements
- Define your own symptoms, treatments and measurements
- Write notes
- Have an easy overview of how you are doing
- Recognize new trends
- Analyze your statistics over time
- Create PDF or CSV reports and share them with your doctor
- Collect new achievements
- Stay on track with daily reminders
- Lock your journal with Face ID or Touch ID

We value your privacy. Your journal entries are just yours, only accessible with your device.

Consult with your doctor if you are experiencing any symptoms of an illness.
This software is not a replacement of a medical treatment. It is intended for informational purposes only and comes with no warranty.
You can read the terms of use and privacy policy here:
http://adamcziko.com/asthma-tracker-privacy-policy-and-terms-of-use/

The app includes a premium subscription possibility.
The subscription is automatically renewed after each subscription period.
Want to get to know more about your current subscription, or you want to cancel it?
You can get all the information by visiting the following page:
https://support.apple.com/en-us/HT202039"
inhaler tracker,Inhaler Tracker,1349305079,Daniel Beadle,Free,4.33333,6,Health & Fitness,https://apps.apple.com/us/app/inhaler-tracker/id1349305079?uo=4,"This app lets you record the number of times you used your inhaler and securely stores it as a time stamped data point in Apple's HealthKit. 

By opening the Health App you can view your inhaler usage in graphs, export it as CSV data, and take it with you when you move to a new iPhone.

Includes a Today Extension (widget) for easy access from the lock screen!

To export your health data, open the Health App, tap on the ""Health Data"" section, then tap on the profile icon in the top right corner of the screen. Beneath your health data is a field labeled ""Export Health Data"" that you can tap on.

This app WILL NOT tell you if your inhaler is effective and it WILL NOT tell you if you're using it too much. Consult with a medical professional to determine the proper solution for you."
inhaler tracker,Tally: The Anything Tracker,1090990601,"Kodeon, Inc.",Free,4.34392,3934,Productivity,https://apps.apple.com/us/app/tally-the-anything-tracker/id1090990601?uo=4,"TALLY is a simple tool to help you track absolutely anything.

Some uses for TALLY:
• Tracking habits
• Tracking medications / vitamins
• Daily planner / to-do list
• Tracking daily/weekly/monthly spending
• Budgeting or saving money
• Pain journal
• Symptom tracking
• Mood tracking
• Finding patterns in your life

Whether you’re trying to track how many times you ate vegetables this week, how many cups of coffee you drank, or whether or not you took your vitamins today, TALLY can help you get where you want to go.

With its simple and encouraging interface, logging activity is a delight. Each TALLY box will tell you the current tracker count and how long it's been since you last logged activity.

Each tracker is fully customizable. Set your tracker to reset every day, week, month, year or never. Use TALLY's charts, calendars, and notes to analyze activity and detect any progress or patterns. The main screen will display all of your trackers. You can use a filter to display your trackers in a way that makes sense to you. 

TALLY is FREE for up to 3 trackers. For more than 3, upgrade to the Premium Version or subscribe to the Growth Bundle.

TALLY Features:
• Quick logging with a Widget and Apple Watch app
• Enter custom values
• Tracking on a daily, weekly, monthly, yearly, or ever basis
• Easily view progress with statistics
• Multiple reminders for each tracker
• Fun color options let you customize your list
• Easy to edit activities in the past
• Backup to Dropbox and iCloud
• Shortcuts and Siri Integration

TALLY also integrates with Apple HealthKit. This lets you set and track tallies automatically based on your activity. Ex. if you want to track how many steps you take every day, our HealthKit integration will help you with this by attributing your steps data from HealthKit directly in the app. Building amazing new habits has never been easier!

TALLY contains subscriptions for the Growth Bundle, which is an optional annual subscription. Payment will be charged to iTunes Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period, for the chosen plan's price. Subscriptions may be managed and auto-renewal may be turned off by going to your iTunes/App Store Account Settings after purchase.

Privacy Policy: https://growthbundle.com/privacy-policy
Terms of Service: https://growthbundle.com/terms-of-service"
inhaler tracker,Bearable - Symptom Tracker,1482581097,Bearable Ltd,Free,4.75988,4531,Health & Fitness,https://apps.apple.com/us/app/bearable-symptom-tracker/id1482581097?uo=4,"Feeling overwhelmed by your health? Bearable can help you feel more in control of your symptoms, flare-ups, and overall well-being.

Join over 900,000 people securely managing their Chronic Illnesses, Migraine, Pain, Headaches, Fatigue, IBS, PoTS, PCOS, EDS, Period, Mood, Mental Health and more - with Bearable.

Bearable helps you discover and manage triggers for changes in your health. Our simple, customizable tracking tools make it easy to understand the correlation between anything you do and the impact it has on your symptoms. 
By learning what affects your Pain, Headaches, Migraines, Periods, IBS, PCOS, and Mood Disorders, you can take back control of your health, share better information with doctors, and manage triggers, treatments, and medications.

FOR PEOPLE WHO WANT TO TRACK:
- What makes their health better or worse
- New or unexplained symptoms & flare-ups
- Existing or suspected chronic illnesses
- The impact of medication & treatments
- The effect of habits & activities on health
- Patterns in symptom severity, pain levels, and mood

DISCOVER WHAT IMPROVES & WORSENS YOUR HEALTH
Bearable was created to help people understand the impact of different treatments and medication on health issues such as pain, migraines, headaches, IBS, PoTS, and fatigue. People also use Bearable to identify triggers, prepare for medical appointments, manage existing health conditions, and understand correlations between their lifestyle and symptoms.

ALL YOUR HEALTH TRACKING IN ONE APP
Tired of juggling multiple apps to keep track of your symptoms, Pain, Mood, medication, exercise, diet, and habits? We think all of this should be kept in one place so you can spot trends, share more accurate information with doctors, and feel more in control of your health.

BEARABLE HELPS YOU TO…
- Identify triggers and effective habits
- Prepare for your next medical appointment
- Record your symptoms, pain, mood, medication, treatments, and more
- Track daily activities such as diet, exercise, social life, self-care, medication & supplements
- Spot correlations, patterns, and trends in your health
- Make sense of your health

You can also…
Customise reminders for diary entries, medication, and more.
Sync Health Data from Apple Health and Fitbit
Restore data across devices.
Export data securely.
Use Dark mode.


SOME OF THE THINGS YOU CAN TRACK:
Mood changes
Physical Health Symptoms
Pain & Headaches
Migraine frequency & severity
IBS & digestive symptoms
Period & PCOS symptoms
PoTS & EDS flare-ups
Medication & treatments
Steps & Heart Rate
Gratitude & Notes
Goals & Habits


PRIVATE & SECURE
Your data is encrypted securely on our servers. You have full control over your data and can export it or delete it from within the app at any time. We will never under any circumstances sell your data.

MADE BY PEOPLE WHO UNDERSTAND AND CARE
Created by people who live with health issues themselves. With feedback from 1000's of people with chronic physical and mental health conditions, including: Migraine, Pain, Headaches, IBS, PoTS, PCOS, EDS, Period problems, PMDD, Fibromyalgia, MS, ME/CFS, Endometriosis, Arthritis, Crohn’s, Diabetes, BPD, PTSD, Bipolar, Anxiety, Depression, ADHD and IBD. Our aim is to make health journaling simple and effective, even when managing fatigue, pain, and brain fog.


SOME OF THE WAYS TO USE BEARABLE:
Migraine & Headache Tracker
Pain Tracker
Symptom Journal
Medication Tracker
Medication Reminders
Chronic Illness Diary
IBS Tracker
Period, PCOS, and PMDD Tracker
PoTS & EDS Tracker
Mood Tracker & Diary
Health Tracker


GET IN TOUCH
We’re committed to improving Bearable by listening to our community. If you have questions or feedback please send them to support@bearable.app.
-Website: https://bearable.app/
-T&Cs: https://bearable.app/terms-and-conditions/
-Privacy Policy: https://bearable.app/privacy-policy/
Insights provided by Bearable do not constitute medical advice. Always consult your doctor before making any medical decisions."
